Dataset,Project,Deffects (%),Percent,DS,F1,AUC,PF
PROMISE,velocity-1.4,147 (75.0 %),75.0,EASC-KNE,0.284,0.459,0.082
PROMISE,velocity-1.4,147 (75.0 %),75.0,EASC-KNOP,0.295,0.407,0.184
PROMISE,velocity-1.4,147 (75.0 %),75.0,EASC-KNU,0.209,0.418,0.143
PROMISE,velocity-1.4,147 (75.0 %),75.0,EASC-LCA,0.347,0.42,0.204
PROMISE,velocity-1.4,147 (75.0 %),75.0,EASC-MCB,0.363,0.455,0.224
PROMISE,velocity-1.4,147 (75.0 %),75.0,EASC-OLA,0.4,0.416,0.265
PROMISE,pbeans-1,20 (76.92 %),76.92,EASC-APosteriori,0.333,0.617,0.0
PROMISE,pbeans-1,20 (76.92 %),76.92,EASC-APriori,0.4,0.758,0.0
PROMISE,pbeans-1,20 (76.92 %),76.92,EASC-DESKNN,0.261,0.808,0.0
PROMISE,pbeans-1,20 (76.92 %),76.92,EASC-DESP,0.182,0.817,0.0
PROMISE,pbeans-1,20 (76.92 %),76.92,EASC-KNE,0.261,0.817,0.0
PROMISE,pbeans-1,20 (76.92 %),76.92,EASC-KNOP,0.261,0.8,0.0
PROMISE,pbeans-1,20 (76.92 %),76.92,EASC-KNU,0.182,0.725,0.0
PROMISE,pbeans-1,20 (76.92 %),76.92,EASC-LCA,0.4,0.767,0.0
PROMISE,pbeans-1,20 (76.92 %),76.92,EASC-MCB,0.333,0.742,0.0
PROMISE,pbeans-1,20 (76.92 %),76.92,EASC-OLA,0.462,0.767,0.0
PROMISE,log4j-1.2,189 (92.2 %),92.2,EASC-APosteriori,0.286,0.46,0.188
PROMISE,log4j-1.2,189 (92.2 %),92.2,EASC-APriori,0.38,0.562,0.188
PROMISE,log4j-1.2,189 (92.2 %),92.2,EASC-DESKNN,0.247,0.596,0.188
PROMISE,log4j-1.2,189 (92.2 %),92.2,EASC-DESP,0.155,0.616,0.062
PROMISE,log4j-1.2,189 (92.2 %),92.2,EASC-KNE,0.27,0.597,0.188
PROMISE,log4j-1.2,189 (92.2 %),92.2,EASC-KNOP,0.426,0.573,0.188
PROMISE,log4j-1.2,189 (92.2 %),92.2,EASC-KNU,0.208,0.592,0.062
PROMISE,log4j-1.2,189 (92.2 %),92.2,EASC-LCA,0.33,0.554,0.188
PROMISE,log4j-1.2,189 (92.2 %),92.2,EASC-MCB,0.366,0.579,0.188
PROMISE,log4j-1.2,189 (92.2 %),92.2,EASC-OLA,0.47,0.578,0.188
PROMISE,xalan-2.7,898 (98.79 %),98.79,EASC-APosteriori,0.448,0.731,0.0
PROMISE,xalan-2.7,898 (98.79 %),98.79,EASC-APriori,0.46,0.773,0.0
PROMISE,xalan-2.7,898 (98.79 %),98.79,EASC-DESKNN,0.427,0.884,0.0
PROMISE,xalan-2.7,898 (98.79 %),98.79,EASC-DESP,0.404,0.928,0.0
PROMISE,xalan-2.7,898 (98.79 %),98.79,EASC-KNE,0.438,0.889,0.0
PROMISE,xalan-2.7,898 (98.79 %),98.79,EASC-KNOP,0.436,0.816,0.0
PROMISE,xalan-2.7,898 (98.79 %),98.79,EASC-KNU,0.411,0.854,0.0
PROMISE,xalan-2.7,898 (98.79 %),98.79,EASC-LCA,0.441,0.793,0.0
PROMISE,xalan-2.7,898 (98.79 %),98.79,EASC-MCB,0.471,0.852,0.0
PROMISE,xalan-2.7,898 (98.79 %),98.79,EASC-OLA,0.416,0.729,0.0
